Preferred Label,Parents,Word Count,Frequency
Microplastic_drinking_Water,http://www.co-ode.org/ontologies/ont.owl#Exposure_to_toxins_home,3,453
Exposure_to_hazards_lifestyle_factors,http://www.co-ode.org/ontologies/ont.owl#At_the_Individual_level,5,517
Poor_ventilation_effects,http://www.co-ode.org/ontologies/ont.owl#Exposure_to_pollutants_home,3,1152
Poor_indoor_light_quality,http://www.co-ode.org/ontologies/ont.owl#Home_as_microenvironment,4,30
Asthma,http://www.co-ode.org/ontologies/ont.owl#Respiratory_disease,1,47472
Agriculture_pesticide_Exposure,http://www.co-ode.org/ontologies/ont.owl#Exposure_to_pollutants_workplace,3,5206
Ocean_acidification,http://www.co-ode.org/ontologies/ont.owl#At_the_global_level,2,1217
regulations_on_water_quality,http://www.co-ode.org/ontologies/ont.owl#policy_governance_effect,4,4113
Public_green_spaces,http://www.co-ode.org/ontologies/ont.owl#Local_community_infrastructre,3,49
Community_resilience,http://www.co-ode.org/ontologies/ont.owl#At_the_mesoenvironmental_level,2,714
loss_of_urban_forest,http://www.co-ode.org/ontologies/ont.owl#Accessibility_to_green_space,4,379
Exposure_to_toxins_workplace,http://www.co-ode.org/ontologies/ont.owl#At_the_Individual_level,4,42
Health_outcomes,http://www.co-ode.org/ontologies/ont.owl#Environmental_Determinants_of_Health,2,57161
At_the_macroenvironmental_level,http://www.co-ode.org/ontologies/ont.owl#Environmental_Determinants_of_Health,4,19
Extreme_weather_Events,http://www.co-ode.org/ontologies/ont.owl#At_the_global_level,3,1330
Accessibility_to_green_space,http://www.co-ode.org/ontologies/ont.owl#At_the_mesoenvironmental_level,4,0
Indoor_heat_stress_in_workplace,http://www.co-ode.org/ontologies/ont.owl#At_the_macroenvironmental_level,5,7
Demographics,http://www.co-ode.org/ontologies/ont.owl#Environmental_Determinants_of_Health,1,69908
Desertification,http://www.co-ode.org/ontologies/ont.owl#At_the_global_level,1,1304
Lead_pipes_community,http://www.co-ode.org/ontologies/ont.owl#Local_community_infrastructre,3,26
Rising_sea_level,http://www.co-ode.org/ontologies/ont.owl#At_the_global_level,3,23
Lung_cancer,http://www.co-ode.org/ontologies/ont.owl#toxin_induced_cancer_risk,2,83098
Accessibility_to_cleanstreets,http://www.co-ode.org/ontologies/ont.owl#At_the_mesoenvironmental_level,3,326928
Clean_sanitation_facility,http://www.co-ode.org/ontologies/ont.owl#Local_community_infrastructre,3,374
Physical_safety_measures_in_workplace,http://www.co-ode.org/ontologies/ont.owl#At_the_macroenvironmental_level,5,337
Exposure_to_synthetic_materials,http://www.co-ode.org/ontologies/ont.owl#Home_as_microenvironment,4,770
Organic_pollutants,http://www.co-ode.org/ontologies/ont.owl#Trans_boundary_pollution,2,8775
At_the_mesoenvironmental_level,http://www.co-ode.org/ontologies/ont.owl#Environmental_Determinants_of_Health,4,0
Cultural_norms,http://www.co-ode.org/ontologies/ont.owl#At_the_macroenvironmental_level,2,1337
Radiation_from_electronics,http://www.co-ode.org/ontologies/ont.owl#Home_as_microenvironment,3,59396
Soil_pollution,http://www.co-ode.org/ontologies/ont.owl#Trans_boundary_pollution,2,2450
Environmental_Determinants_of_Health,http://www.w3.org/2002/07/owl#Thing,4,761
Accesbility_to_transportation,http://www.co-ode.org/ontologies/ont.owl#At_the_mesoenvironmental_level,3,281744
Bio_diversity_loss,http://www.co-ode.org/ontologies/ont.owl#At_the_global_level,3,307
Access_to_nutritious_food,http://www.co-ode.org/ontologies/ont.owl#Local_community_infrastructre,4,487
Bronchitis,http://www.co-ode.org/ontologies/ont.owl#Respiratory_disease,1,3560
Climatic_changes,http://www.co-ode.org/ontologies/ont.owl#Extreme_weather_Events,2,868
Sedentary_lifestyle_consequence,http://www.co-ode.org/ontologies/ont.owl#At_the_Individual_level,3,513
Marine_pollution,http://www.co-ode.org/ontologies/ont.owl#Trans_boundary_pollution,2,1765
Community_sewage_management,http://www.co-ode.org/ontologies/ont.owl#Local_community_infrastructre,3,738
toxin_induced_cancer_risk,http://www.co-ode.org/ontologies/ont.owl#Chronic_Disease,4,284
Community_noise_pollution,http://www.co-ode.org/ontologies/ont.owl#Local_community_infrastructre,3,1420
accesibility_to_recreational_area,http://www.co-ode.org/ontologies/ont.owl#Built_in_environment,4,0
Local_community_infrastructre,http://www.co-ode.org/ontologies/ont.owl#At_the_microenvironmental_level,3,0
Street_lighting_quality,http://www.co-ode.org/ontologies/ont.owl#Local_community_infrastructre,3,589
Arsenic_drinking_Water,http://www.co-ode.org/ontologies/ont.owl#Exposure_to_toxins_home,3,4
water_quality,http://www.co-ode.org/ontologies/ont.owl#workplace_as_macroenvironment|http://www.co-ode.org/ontologies/ont.owl#Home_as_microenvironment,2,16848
Disaster_prepardness_in_urban_area,http://www.co-ode.org/ontologies/ont.owl#Community_resilience,5,0
Carbon_monoxide_Exposure,http://www.co-ode.org/ontologies/ont.owl#Exposure_to_pollutants_home,3,48
Paint_chemical_inhalation,http://www.co-ode.org/ontologies/ont.owl#Exposure_to_pollutants_workplace,3,41
Bacterial_contamination_in_water_storage_tanks,http://www.co-ode.org/ontologies/ont.owl#Local_community_infrastructre,6,8
At_the_Individual_level,http://www.co-ode.org/ontologies/ont.owl#Environmental_Determinants_of_Health,4,532625
Flood_control_mechanisms,http://www.co-ode.org/ontologies/ont.owl#Local_community_infrastructre,3,336
Factors_affecting_mobility,http://www.co-ode.org/ontologies/ont.owl#At_the_mesoenvironmental_level,3,3021
Contaminants_in_public_water_source,http://www.co-ode.org/ontologies/ont.owl#Local_community_infrastructre,5,2164
Waste_recycling_facilities,http://www.co-ode.org/ontologies/ont.owl#Local_community_infrastructre,3,26
Level_of_pollution,http://www.co-ode.org/ontologies/ont.owl#At_the_mesoenvironmental_level,3,57378
air_quality,http://www.co-ode.org/ontologies/ont.owl#workplace_as_macroenvironment|http://www.co-ode.org/ontologies/ont.owl#Home_as_microenvironment,2,12191
Global_heat_Wave,http://www.co-ode.org/ontologies/ont.owl#Extreme_weather_Events,3,276
At_the_global_level,http://www.co-ode.org/ontologies/ont.owl#Environmental_Determinants_of_Health,4,115488
Social_Support_network,http://www.co-ode.org/ontologies/ont.owl#Community_resilience,3,236
High_level_radon_home,http://www.co-ode.org/ontologies/ont.owl#Exposure_to_toxins_home,4,20
Unregulated_cosmetic_use,http://www.co-ode.org/ontologies/ont.owl#At_the_Individual_level,3,26
Indoor_air_purification,http://www.co-ode.org/ontologies/ont.owl#Home_as_microenvironment,3,67
Parks_and_recreational_facility_gaps,http://www.co-ode.org/ontologies/ont.owl#Accessibility_to_green_space,5,5
